text,label,spam_categories,target_Bank Scam,target_Gambling,target_General Spam,target_Phishing,cleaned_text,nb_label
"Dear customer, you have 16,590 points which will expire on 02/05/2025 Please redeem your present immediately! Pleaseclick:http://globe-points-ph.one/ph Redeem your present!",General Spam,['General Spam'],0,0,1,0,dear customer you igsgo point expire oosos please redeem your present immediatelyi pleaseclickurllink redeem your presenti,Spam
"2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp",Ham,[],0,0,0,0,stay always connectedi manage your subscription check smart app bigger longer data no expiry offer morei smrtphsmartapp,Ham
"Going out for brunch? Get a FREE Pancake & Waffle Duo from Pancake House with min. spend of 500 (Monday - Friday only) when you join All-New Rewards. Start earning points and enjoy exciting offers in 3 easy steps: 1. Open the GlobeOne app, tap REDEEM REWARDS and click JOIN for free 2. You can only earn Rewards points when you buy your load/promo in the GlobeOne app 3. Start redeeming partner offers and vouchers",Ham,[],0,0,0,0,going brunch get free pancake waffle duo pancake house min spend soo cmonday friday only you join allnew reward start earning point enjoy exciting offer e easy step open globeone app tap redeem reward click join free you only earn reward point you buy your loadpromo globeone app e start redeeming partner offer voucher,Ham
Customer place i will call you.,Ham,[],0,0,0,0,customer place call you,Ham
02-Sep 19:57: UTANG NA LOAD approved. May 200 MB data ka na for 1 day. P10 will be deducted sa iyong next reload. Ref:781148616780,Ham,[],0,0,0,0,osep igst utang load approved may oo mb data ka day pio deducted iyong next reload reftbiiabgigtbo,Ham
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,General Spam,['General Spam'],0,0,1,0,send logo ur lover name joined heart txt love namei name mobno eg love adam eve otieasgtbg btott yahooi poboxegsoawaswq txtno no ad isop,Spam
1000% Luck bonus on ₱1000 balance. Register: jack94.tw/fiH,General Spam,['General Spam'],0,0,1,0,iooo luck bonus iooo balance register jackgatwfih,Spam
add to cart mo na yan,Ham,[],0,0,0,0,add cart,Ham
25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,General Spam,['General Spam'],0,0,1,0,sp alfie moon child need song ur mob tell ur mb txt tone charity boot nokias poly charity polys zed obtoiaitoi profit charity,Spam
"Good morning Leivette, you have an appointment today @ 10am. And need po mag soot ng medyas dito sa clinik bago pumasok sa waiting area.-CLINICA NUYAD",Ham,[],0,0,0,0,good morning leivette you appointment today ioam need mag soot medyas dito clinik bago pumasok waiting areaclinica nuyad,Ham
Apple ID: Someone logged in from Unknown Location. Secure account: bit.ly/secure-ph-793785,Phishing,['Phishing'],0,0,0,1,apple id someone logged unknown location secure account urllink,Spam
"ISIP Beneficiary Message Part 2 of 2 Plus many more prizes to be given away :) Please be sure to bring the following: 1. Wear you ISIP bracelet for entry 2. Screenshot of your registered ISIP IDs 3. Valid ID (Original with 2 Xerox Copies, eg. validated school ID and any Valid Government ID) 4. Original & 1 Xerox Copy of Barangay Certificate (indicating the following ONLY: that you are an indigent or belong to the indigent group, for the purpose of DSWD financial assistance) See you there!",Ham,[],0,0,0,0,isip beneficiary message part plus many more prize given away please sure bring following wear you isip bracelet entry screenshot your registered isip id e valid id coriginal xerox copy eg validated school id valid government id original xerox copy barangay certificate cindicating following only you indigent belong indigent group purpose dswd financial assistance see you therei,Ham
By opting-out you may lose access to TNT & its Partners' special offers & promos.You can modify your privacy settings any time at http://tntph.com/privacy,Ham,[],0,0,0,0,optingout you may lose access tnt partner special offer promosyou modify your privacy setting time urllink,Ham
"A Modern Ortigas    > P50-B redevelopment of Ortigas East formerly Tiendesitas ""The Greenbelt of C5""  > High End Community like Serendra BGC  > Townhouse, Condo, Office for Sale   > Condotel (HII)   > Developed by Ortigas in partnership w/ Ayala    For details pls reply w/ your Name & Email    Harry   +63917****188",General Spam,['General Spam'],0,0,1,0,modern ortigas psob redevelopment ortigas east formerly tiendesitas greenbelt c high end community like serendra bgc townhouse condo office sale condotel chii developed ortigas partnership w ayala detail pls reply w your name email harry tgegitibb,Spam
"Hi, I'm recruiter for Shopee. Your profile is selected for 500-1500 pay. Info: bit.ly/secure-ph-887253",General Spam,['General Spam'],0,0,1,0,hi im recruiter shopee your profile selected sooisoo pay info urllink,Spam
Verify your Landbank mobile number to avoid account deletion. Update here: bit.ly/secure-ph-127778,"Bank Scam, Gambling","['Bank Scam', 'Gambling']",1,1,0,0,verify your landbank mobile number avoid account deletion update here urllink,Spam
"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",Ham,[],0,0,0,0,yeah hopefully tyler cant could maybe ask around bit,Ham
"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",General Spam,['General Spam'],0,0,1,0,get e lion england tone reply lionm mono lionp poly more go urllink original n best tone egbp network operator rate apply,Spam
RECPT 1/3. You have ordered a Ringtone. Your order is being processed...,General Spam,['General Spam'],0,0,1,0,recpt ie you ordered ringtone your order processed,Spam
WINNER! Chosen ur cell # for P1M Shopee Raffle anniversary promo. Call now: 09123456789,Phishing,['Phishing'],0,0,0,1,winneri chosen ur cell pim shopee raffle anniversary promo call now ogieasgtbg,Spam
"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921",Phishing,['Phishing'],0,0,0,1,nd attempt contract u you week top prize either iooo cash oo prize just call ogoggegigi,Spam
Jackpot winner of P800k in MEGA-PANALO! Be next. Register: bit.ly/ph-83847,"Gambling, Phishing","['Gambling', 'Phishing']",0,1,0,1,jackpot winner pbook megapanaloi next register urllink,Spam
Your order #74804 delivery failed. Update address to avoid return: bit.ly/secure-ph-931362,Phishing,['Phishing'],0,0,0,1,your order taboa delivery failed update address avoid return urllink,Spam
Paki bukas ng pinto andito na ko sa labas,Ham,[],0,0,0,0,paki bukas pinto andito labas,Ham
"oo punta me, late nga lang hahahaha",Ham,[],0,0,0,0,oo punta late hahahaha,Ham
"Hi everyone, I'll be your person for today.",Ham,[],0,0,0,0,hi everyone ill your person today,Ham
anong oras ka uuwi,Ham,[],0,0,0,0,anong oras ka uuwi,Ham
"REMINDER: Update your BDO Pay app on December 3, 2021. Older versions of the app will no longer work after this date. More details in your email.",Ham,[],0,0,0,0,reminder update your bdo pay app december e oi older version app no longer work date more detail your email,Ham
Ur the lucky winner of iPhone 15 Pro from Puregold. Valid for 24hrs. Pls call 09576824708.,Phishing,['Phishing'],0,0,0,1,ur lucky winner iphone pro puregold valid ahrs pls call ogstgbatob,Spam
"Big wins, small bets! 20 pesos becomes 100K in 177bet. Dare to win a a8sdk.bid",Gambling,['Gambling'],0,1,0,0,big win small betsi peso becomes iook ittbet dare win absdkbid,Spam
"You have received P600.00 of GCash from BDO Unibank, Inc. with account ending in 6177. Your new balance is P622.02 10-03-22 09:51 PM. Ref. No. 0006164709011. Use now to buy load, purchase items, send money, pay bills and a lot more!",Ham,[],0,0,0,0,you received pgoooo gcash bdo unibank inc account ending gitt your new balance pgo iooe ogsi pm ref no ooogigatogoii use now buy load purchase item send money pay bill lot morei,Ham
team huddle tayo in 5 mins ha,Ham,[],0,0,0,0,team huddle min,Ham
"Kumita habang nanonood ng YouTube, kumita ng 500P bawat araw, makipag-ugnayan sa tutor para makatanggap ng 138P. fghj.bid",General Spam,['General Spam'],0,0,1,0,kumita habang nanonood youtube kumita soop bawat araw makipagugnayan tutor makatanggap iebp fghjbid,Spam
Thanx 4 e brownie it's v nice...,Ham,[],0,0,0,0,thanx e brownie v nice,Ham
"May chance kang manalo ng 100,000 at TNT Panalo Phone 5G ngayong Dec 15-21 sa TNT Paskong Panalo Raffle! Para makasali: Text ""RAFFLE"" to 5858 at abangan ang confirmation. Isang beses lang ito itetext. Para sa raffle entries: Load Saya All 99 o All Data 99. 1 registration = 1 raffle entry Sa pag-text, sumasang-ayon ka sa Terms & Conditions at Privacy Notice ng promo. For more info, visit https://tntph.com/pp24tncdpn",Ham,[],0,0,0,0,may chance kang manalo iooooo tnt panalo phone sg ngayong dec isi tnt paskong panalo rafflei makasali text raffle sbsb abangan confirmation isang beses itetext raffle entry load saya all gg all data gg registration raffle entry pagtext sumasangayon ka term condition privacy notice promo more info visit urllink,Ham
You are subscribed to Celebrity Gossip! Drink plenty of water. 15 pesos for 15 days.,General Spam,['General Spam'],0,0,1,0,you subscribed celebrity gossipi drink plenty water peso day,Spam
Sale ngayon! Bagsak presyo lahat ng appliances. Use code FREE50 upon checkout.,General Spam,['General Spam'],0,0,1,0,sale ngayoni bagsak presyo lahat appliance use code freeso upon checkout,Spam
New member bonus from OKBET! Deposit 100 get 300. Mabilis payout via Gcash: bit.ly/secure-ph-223661,"Bank Scam, Gambling","['Bank Scam', 'Gambling']",1,1,0,0,new member bonus okbeti deposit ioo get eoo mabilis payout via gcash urllink,Spam
Netflix PH: Your membership is on hold. Update payment to continue: bit.ly/secure-ph-920825,Phishing,['Phishing'],0,0,0,1,netflix ph your membership hold update payment continue urllink,Spam
"Unionbank Alert! Someone tried to access your wallet from China. If not you, block: bit.ly/secure-ph-513631",Bank Scam,['Bank Scam'],1,0,0,0,unionbank alerti someone tried access your wallet china not you block urllink,Spam
Tara kape maya,Ham,[],0,0,0,0,tara kape maya,Ham
Bagsak yata ako dun ah haha,Ham,[],0,0,0,0,bagsak yata ako dun haha,Ham
Unionbank Notice: Urgent security update required for your online banking. Login: bit.ly/ph-21331,Bank Scam,['Bank Scam'],1,0,0,0,unionbank notice urgent security update required your online banking login urllink,Spam
"Kumita habang nanonood ng YouTube, kumita ng 500P bawat araw, makipag-ugnayan sa tutor para makatanggap ng 138P. kakd.bid",General Spam,['General Spam'],0,0,1,0,kumita habang nanonood youtube kumita soop bawat araw makipagugnayan tutor makatanggap iebp kakdbid,Spam
Easy money! Like and follow for Remote Staff and get 575 daily. Apply now: wa.me/639736281616,Phishing,['Phishing'],0,0,0,1,easy moneyi like follow remote staff get sts daily apply now wamegegtegbigig,Spam
"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",Ham,[],0,0,0,0,hello love you you get interview today you you happy you good boy you think meare you missing,Ham
"Stay connected even if short on load. Borrow 40MB data for only P6, valid for 1 day. Text MBSOS to 3733 or dial *143# and choose LOANS to view the options. Your loan will be collected on your next load top-up. Pay any outstanding loan first to borrow again.",Ham,[],0,0,0,0,stay connected even short load borrow aomb data only pg valid day text mbsos etee dial iae choose loan view option your loan collected your next load topup pay outstanding loan first borrow,Ham
Ur order #9391 is out for delivery. Tracking link: bit.ly/ph-56884,General Spam,['General Spam'],0,0,1,0,ur order gegi delivery tracking link urllink,Spam
"Hello, new free money bonus 888 with no deposit condition, please login http://dchh.shop to get free money 888 now",Gambling,['Gambling'],0,1,0,0,hello new free money bonus bbb no deposit condition please login urllink get free money bbb now,Spam
U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,General Spam,['General Spam'],0,0,1,0,u secret admirer reveal think u r special call ogogsitaoa opt reply reveal stop iso per msg recd cust care otbieogoi,Spam
Winner! Chosen mobile # for P500k PCSO Lotto lucky draw. Claim at 09694672494.,Phishing,['Phishing'],0,0,0,1,winneri chosen mobile psook pcso lotto lucky draw claim ogggagtaga,Spam
BPI-Online: We updated our terms. Please accept to continue using app: bpi-terms-update.ph,Bank Scam,['Bank Scam'],1,0,0,0,bpionline we updated our term please accept continue using app bpitermsupdateph,Spam
Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,Phishing,['Phishing'],0,0,0,1,congratulation ur awarded either soo cd gift voucher free entry our ioo weekly draw txt music btogg tncs urllink,Spam
Weekend promo: Libreng shipping voucher para sayo. Valid until midnight.,Phishing,['Phishing'],0,0,0,1,weekend promo libreng shipping voucher sayo valid midnight,Spam
"529380 is your authentication code. For your protection, do not share this code with anyone. yyAfcYn/qSW",Ham,[],0,0,0,0,sgebo your authentication code your protection not share code anyone yyafcynqsw,Ham
"[ BANCO DE ORO ] Your account has been restricted due to unrecognized attempts, Failure to take action will result in account termination within 24 hours. Update here shorten.ee/BDO_OfficialSite",Bank Scam,['Bank Scam'],1,0,0,0,banco de oro your account restricted due unrecognized attempt failure take action result account termination within hour update here shorteneebdo_officialsite,Spam
You have received P643.50 GCash from 7eleven Kiosk w/ MSG - 2307-6100-3766. Your new balance is P643.62 03-17-23 8:29AM. Ref no. 0008752564603.,Ham,[],0,0,0,0,you received pgaeso gcash televen kiosk w msg eotgiooetgg your new balance pgaeg oeite bgam ref no ooobtssgagoe,Ham
